ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,,
CSERW1040,,,13506,3,1,0,Crit Appro-Study of Eth and Race,,
CSERW4481,,,86038,3,1,0,Immigs Indigenous Citizen,,
HISTW3026,,,86096,3,2,0,Roman Social History,,
FINCB8308,,,15491,3,39,0,Debt Markets,,
MSAEE6229,APAM,6229,83452,3,18,0,Energy/Part-Beam Proces-Matrls,,
INAFU6775,,,28461,3,1,0,Indian Economy In Transition,,
EESCW4917,,,62717,3,4,0,The Earth/Human Interactions,,
ARCHV3201,,,8540,4,1,0,Architectural Design I,,
ARCHV3202,,,9836,4,1,0,Architectural Design II,,
AHISW4443,,,13926,3,1,0,Baroque/Rococo Arch 1600-1750,,
PHYSW2001,,,97355,3,9,0,Special Relativity,,
MRKTB8626,,,12867,1,2,0,Sales Management,,
ELENE6889,ELEN,6889,25080,3,20,0,Large Data Stream Proc,,
SPANW3491,,,17000,4,1,0,Latin Amer Humanities II (Eng),,
DROMB9119,,,66621,3,6,0,(Phd) Foundations of Stochasti,,
EEORE6616,IEOR,6616,28649,3,22,0,Convex Optimization,,
FINCB7323,,,24017,3,7,0,Options and Derivatives,,
MRKTB8611,,,10035,3,4,0,Marketing Plans Workshop,,
INAFU8085,,,89532,1,2,0,Topics In Corporate Finance I,,
MECEE8020,MECE,8020,24389,3,19,0,Masters Thesis,,
FRENX3006,,,4086,3,1,0,Composition and Conversation,,
FRENX3016,,,4113,3,1,0,Advanced Oral French,,
FINCB8345,,,26014,3,1,0,Entrepreneurial Finance,,
FINCB9327,,,19280,3,2,0,(Phd) Adv Topics In Asset Pric,,
ENGLX3110,,,4251,3,2,0,Intro to Poetry Writing,,
AHISH3992,,,61357,3,1,0,"Art Mod, 17E and 18E",,
ANTHH3992,,,86561,3,1,0,Anthro and Socio Des Medias,,
FRENH3432,,,20983,3,1,0,French Language Practicum,,
FRENH3447,,,88289,3,1,0,Acad Writing In Hum and Soc Sci,,
FRSTH3992,,,64541,3,1,0,Us/France - Regarsa Crois,,
REIDH0002,,,72851,12,2,0,Full-Time Reid Hall Program I,,
HISTW3663,,,87697,3,1,0,Mexico From Revol to Democracy,,
PLANA4112,,,95948,3,1,0,Physical Structure of Cities,,
SUMAK4130,,,84530,3,4,0,Sustainable Cities,,
HNGRW1201,,,11177,4,1,0,Intermediate Hungarian I,,
HNGRW1202,,,23029,4,1,0,Intermediate Course II,,
POLIW1101,,,76861,4,1,0,Elementary Polish I,,
POLIW1102,,,71990,4,1,0,Elementary Polish II,,
POLIW1201,,,64631,4,1,0,Intermediate Polish I,,
PHYSC1001,,,12270,3,1,0,Physics For Poets,,
ELENE9501,ELEN,9501,21546,3,8,0,Sem-Electrical Power Networks,,
JPNSW4017,,,10399,4,2,0,Fourth Year Japanese I,,
ENGLW3280,,,12846,3,2,0,Tudor-Stuart Drama,,
ENGLX3163,,,8079,3,1,0,Shakespeare I,,
MRKTB8621,,,67722,3,5,0,"Managing Brands, Identity and Ex",,
CANTW1102,,,21226,4,1,0,Elementary Cantonese II,,
POLSW4134,,,73319,3,1,0,Modern Political Thought,,
HISTW3004,,,76046,3,1,0,Mediterranean World In 2Nd C Bc,,
MDESW4911,,,29450,4,1,0,Advanced Turkish II,,
MDESW4910,,,10089,4,1,0,Advanced Turkish I,,
BUECB8315,,,26248,1,6,0,Game Theory and Business,,
SPANX3469,,,9783,3,1,0,Pan-Americanism,,
QMSSG4062,,,29040,4,5,0,Social Network Analysis,,
HBSVY4010,,,50641,3,1,0,"Food, Nutrition and Behavior",,
MDESW1615,,,67837,5,2,0,Urdu For Heritage Speakers,,
PSYCX1129,,,1469,3,1,0,Developmental Psychology-Lec,,
THTRV3134,,,8247,3,1,0,Lighting Design,,
MGMTB9508,,,27594,3,2,0,(Phd) Research Methods,,
MGMTB9507,,,12432,3,1,0,(Phd) Organization Theory,,
COMSE6900,COMS,6900,61398,3,4,0,Tutorial In Computer Science,,
RUSSW4346,,,91396,3,1,0,Folklore and the Folkloric,,
BINFG4001,,,18250,3,5,0,Intro-Comp Appl-Hlth Cre/Biomd,,
PHYSW3002,,,86529,3,3,0,From Quarks to the Cosmos,,
SIPAU6200,,,71298,3,3,0,Accounting For Int and Pub Affrs,,
PLANA6052,,,62747,3,1,0,Planning Law,,
CHNSW4008,,,23444,3,4,0,Readings In Classical Chinese,,
MRKTB8629,,,66506,1,2,0,Entertainment Marketing and The,,
ELENE6779,ELEN,6779,93747,3,31,0,"Principles, 4G Wireless",,
BISTP8120,,,86996,3,1,0,Analysis of Categorical Data,,
STATW4325,,,22358,3,3,0,Generalized Linear Models,,
BISTP9109,,,72646,4,1,0,Theory of Stat Inference I,,
EECSE6890,ELEN,6890,25552,3,23,0,Topics-Information Processing,,
ACCTB7110,,,60918,3,3,0,Financial Statement Analysis,,
MRKTB9601,,,20169,1,9,0,Strategy Consulting Skill,,
INAFU6022,,,75283,3,4,0,Economics of Finance,,
STATW4635,,,78279,3,10,0,Stochastic Processes For Fin,,
MECEE4502,MECE,4502,14788,3,16,0,Computatnl Geomtry For Cad/Cam,,
PHYSG6038,,,20937,4,4,0,Quantum Mechanics II,,
MRKTB7601,,,96049,3,1,0,Marketing Plans Workshop,,
FINCB9326,,,67420,1,1,0,(Phd) Financial Econometr,,
ECONW4913,,,74193,4,1,0,Int'L Monetary Economics,,
PLANA6346,,,79283,3,2,0,Planning In Emerging Economies,,
POLSW3218,,,13818,3,1,0,Mass Media and Amer Democracy,,
EESCG6908,,,73530,4,4,0,Quant Methods of Data Analysis,,
EESCG6930,,,76444,3,1,0,Ocean Dynamics,,
HUDKY4035,,,33467,3,1,0,Technology and Human Development,,
BMENE6301,BMEN,6301,97547,3,10,0,Modeling of Biol Tiss With Fem,,
ECONG6908,,,67596,3,3,0,Global Economic Policy,,
INAFU6045,,,61849,3,4,0,International Capital Markets,,
EMPAU6010,,,82548,3,1,0,Accounting For Public Affairs,,
PEPMU4615,,,25038,3,1,0,Macroeco/Fin Iss-Global Contxt,,
STATG6105,,,12640,4,7,0,Probability Theory I,,
MECEE4330,MECE,4330,75526,3,19,0,Thermofluid Systems Design,,
ACTUK4823,,,76385,3,1,0,Actuarial Models,,
IEORE4712,IEOR,4712,26398,1,50,0,Behavioral Finance,,
VIARR4702,,,91601,3,1,0,Photo: Digital Documentary,,
STATG6101,,,70625,4,6,0,Statistical Modeling And,,
CHEMW1411,,,99693,0,37,0,General Chemistry I - Rec,,
PHYSW1601,,,10318,3,117,0,Physics I: Mechanics/Relativity,,
PHYSW1604,,,24489,0,93,0,"Physics II: Thermo,Elec/Mag-Rec",,
MUSIV2500,,,68009,3,1,0,Women and Music,,
CIENE6248,CEEM,6248,61536,3,7,0,Experimental Soil Mechanics,,
INAFU4727,,,92847,3,1,0,Environmntl Politcs/Policy Mgt,,
CHENE4760,CHEN,4760,83783,3,1,0,Genomics Sequencing Laboratory,,
DRANB9825,,,21578,3,2,0,Phd-Found of Stochastc Modelng,,
BIOLW4310,,,65045,3,2,0,Virology,,
ACTUK7004,,,93303,3,3,0,Enterprise Risk Management,,
PHYSX3900,,,8319,3,1,0,Supervised Individual Research,,
ACCTB8007,,,73272,1,3,0,Financial Planning and Analysis,,
SUMAK4033,,,73597,3,5,0,Decision Models and Management,,
FILMW3201,,,61284,3,1,0,Int'L Film History 1930-1960,,
PHYSG4050,,,27795,3,2,0,Intro to Particle Physics,,
ENGLW4503,,,20944,3,1,0,Post Modern Poetry and Poet,,
ENGLX3125,,,9861,3,1,0,Advanced Poetry Writing,,
MDESW1513,,,29607,5,1,0,2Nd Yr Mod Hebrew: Inter II,,
STATG7010,,,71334,1,1,0,Topics In Risk,,
EESCW4923,,,60526,3,1,0,Biological Oceanography,,
ENGLZ0003,,,82947,0,2,0,Listen and Speak For Int'L Studs,,
SUMAK7001,,,25534,3,1,0,Spec Topics: Water Governance,,
APMAE9101,APAM,9101,69233,3,1,0,Research I,,
PHYSW1405,,,82045,0,196,0,Intro Elec/Magnetsm/Opt-Rec,,
ECONG6411,,,14109,4,2,0,Introduction to Econometrics,,
ECONB9208,,,14635,1,2,0,(Phd) Economic Analysis II,,
FINCB9317,,,22331,3,1,0,(Phd) Corporate Finance Theory,,
ENGLZ0719,,,67846,0,2,0,Pronunciation Workshop,,
ECONG4526,,,10530,3,1,0,"Trans Reforms,Globl,Fin Crisis",,
PHILC3912,,,69263,3,1,0,Philosophy of Mind,,
CSPHG4801,,,77288,3,1,0,Math Logic I,,
PHILG9356,,,2505,3,1,0,Later Heidegger,,
PHILG9509,,,16798,3,1,0,Ontology,,
CSPHG4802,,,65088,3,1,0,Math Logic II,,
JOURJ6011,,,68462,6,4,0,Dm: Interactive Design,,
AUPHO2400,,,22448,0,1,0,Psychol and Philos of Hum Exper,,
ELENE9402,ELEN,9402,82655,3,3,0,Seminar In Quantum Electronics,,
POLSG4471,,,25824,3,1,0,Chinese Politics,,
FINCB8309,,,74872,3,2,0,Derivatives,,
INAFU6054,,,76786,3,4,0,Petroleum Markets and Trading,,
ELENE9303,ELEN,9303,11614,3,4,0,Sem In Electronic Circuits,,
SIPAU4010,,,89036,0,1,0,Excel For Sipa,,
SIPAU4011,,,72352,0,1,0,Advanced Excel For Sipa,,
MGMTB9701,,,15298,3,1,0,Family Business Management,,
MRKTB8608,,,69124,1,4,0,New Product Development,,
INAFU6061,,,88041,3,16,0,Global Energy Policy,,
FINCB8325,,,62293,3,9,0,Mergers and Acquisitions,,
PHYSW1603,,,68187,0,116,0,Physics I: Mechanics/Relativity,,
CHEMW1409,,,97997,0,75,0,General Chemistry I - Rec,,
ELENE6777,ELEN,6777,66896,3,46,0,Topics: Formal Methods Co,,
ELENE6881,ELEN,6881,68404,3,2,0,Tpc: Multicarrier Res All,,
EEBME6020,ELEN,6020,13540,4,16,0,Methods of Comput Neurosc,,
FINCB7455,,,14934,1,2,0,Impact Investing,,
FINCB7308,,,19798,3,3,0,Debt Markets,,
INAFU6062,,,77030,3,4,0,Energy Markets and Innovat,,
PSYCW3450,,,25681,3,1,0,Evol-Intelligenc/Consciou,,
PLANA4579,,,76347,3,2,0,Intro to Enviromental Planning,,
STATG6102,,,29140,4,1,0,Stat Modellng/Data Analysis II,,
ECONX3029,,,8244,3,1,0,Development Economics,,
MGMTB8798,,,29491,3,3,0,Lean Launchpad: Full Semester,,
PLANA6227,,,81746,3,1,0,Polit Econ of Devpt Planning,,
MSAEE9301,APAM,9301,61900,15,2,0,Doctoral Research,,
PLANA6011,,,19701,3,2,0,City As Assemblage,,
DNCEX3336,,,8318,1,5,0,Modern Vi,,
BMEEE6030,BMEN,6030,92801,3,2,0,Neural Modeling and Neuroengin,,
PLANA6281,,,60544,1,1,0,Hotel Devpt/Investmnt Analysis,,
BIOLX2100,,,3925,3,1,0,Molecular and Mendelian Genetics,,
MECEE4999,MECE,4999,68199,1,15,0,Curricular Practical Training,,
INAFU8778,,,72397,3,1,0,Urban Energy Systems and ,,
EEEBG4192,,,29779,3,1,0,Intro to Landscape Analysis,,
THTRV2004,,,3276,2,1,0,Movement For Actors,,
MGMTB8523,,,13854,1,2,0,Entrepreneurship Through Acqui,,
FINCB7309,,,10075,3,4,0,Derivatives,,
MEBME6310,MECE,6310,71401,3,1,0,Mixt Theories For Biol Tissues,,
ELENE6713,ELEN,6713,29345,3,2,0,Topic: Coop Wireless Comm,,
MATHG6190,,,28442,3,4,0,Obstacle Problems,,
FINCB8310,,,73003,3,17,0,Advanced Intl Corp Fin,,
LAWL9325,,,16000,2,1,0,"S Computers, Privacy and the Law",,
LAWL6160,,,13331,2,1,0,Law and Internet Society,,
BUSIB9802,,,69101,3,1,0,(Phd) Independent Study,,
DROMB7114,,,17537,3,3,0,Applied Regression Analys,,
FINCB9319,,,28192,3,1,0,(Phd) Asset Pricing I,,
AHISX3655,,,8335,3,1,0,Discourse Publc Art/Publc Spce,,
HISTW3100,,,29042,3,1,0,Early Mod Eur: Print and Society,,
ECONG5412,,,82447,3,1,0,Intro Econometrics Analys,,
BIOLX2262,,,3487,3,1,0,Vertebrate Biology,,
MECEE8021,MECE,8021,26549,3,3,0,Masters Thesis,,
BUECB9211,,,67117,1,1,0,(Phd) Economic Theory IV,,
PHYSW2699,,,16451,3,4,0,Exp'Ts In Classicl/Mod Physics,,
CHEMW1606,,,84529,0,52,0,2Nd Term Gen Chem(Intens)-Rec,,
BUSIK4001,,,73443,3,4,0,Introduction to Finance,,
POLSG4407,,,66016,4,1,0,Nine Thought Trends In China,,
PEPMU6031,,,16399,1,1,0,Perspectvs On World Economy II,,
MGMTB7557,,,29513,1,1,0,Social Entrepreneurship For Th,,
MGMTB8507,,,10856,1,5,0,Organizational Change,,
MRKTB8627,,,11651,3,3,0,Introduction to the Media Indu,,
ENGLC1015,,,87950,3,37,0,Univ Writing: Data Sci and Engin,,
ENGLZ0005,,,77051,0,1,0,Acad Writ For Int'L Students,,
FINCB8394,,,28245,3,4,0,Private Equity: the Asset Clas,,
EAEEE6132,EAEE,6132,66505,3,9,0,Numerical Mths In Geomechanics,,
ORLJY5340,,,50200,3,1,0,Basic Prac Conflict Resolution,,
MGMTB7550,,,65159,3,5,0,Executive Leadership,,
CHEMW1604,,,85946,3,52,0,2Nd Term Gen Chem (Intensive),,
PHYSW1602,,,65812,3,95,0,"Physics II: Thermo, Elec and Mag",,
IEORE4739,IEOR,4739,61546,3,7,0,Implementing High Perf Fi,,
PHYSW2801,,,16090,4,21,0,Accelerated Physics I,,
BUSIK4020,,,29518,3,8,0,Intro-Marketng/Marketng Mgmt,,
EESCW1011,,,23898,4,6,0,"Earth: Orig,Evol,Proc,Future",,
CPLSV3190,,,9977,3,2,0,Aesthetics of the Grotesque,,
ENGIE1002,IDEP,1002,80035,1,31,0,Egleston Scholar Engineering,,
CSENW1002,COMS,1002,69696,4,1,0,Computing In Context,,
CHEMW1408,,,27023,0,61,0,General Chemistry II-Rec,,
THTRV3135,,,3019,3,1,0,Scene Design,,
VIARR3203,,,13033,3,1,0,Painting III,,
HPMNP8570,,,93147,1,1,0,Drugs Devices and Pub Healt,,
CLSWG4450,,,16296,3,1,0,Scandinavian Crime In Film/Lit,,
PHYSV3500,,,19405,3,1,0,Supervised Readings In Physics,,
MATHG6428,,,14047,4,1,0,Tpcs In Partial Diff Equations,,
CHEMW1407,,,87496,0,34,0,General Chemistry I - Rec,,
ECONB9206,,,66888,1,2,0,(Phd) Economic Analysis,,
PHILG4481,,,28803,3,1,0,Philosophy of Language,,
INBUB8599,,,28432,3,4,0,Developing Strategies For High,,
BIOLF2401,,,61429,3,2,0,Biochem,Genetics,Molecul
MGMTB7711,,,17325,3,1,0,Turnaround Management,,
STATG6240,,,73807,3,4,0,Data Mining,,
CIENE6246,CEEM,6246,27350,3,7,0,Advanced Soil Mechanics,,
MGMTB7556,,,72854,3,1,0,Global Entrepreneurship,,
INAFU6066,,,12196,3,2,0,Energy and Power Financing Mrkts,,
ENMEE8310,CEEM,8310,85796,3,1,0,Continuum Mechanics,,
EHSCP9303,,,23365,3,1,0,Hazardous Mater and Pblc Hl,,
URBSV3530,,,3848,4,1,0,Urban Development,,
PLANA6609,,,88037,3,2,0,20Th Century New Towns,,
PLANA6364,,,12360,1,1,0,Skyscrapers: Cities In the Sky,,
CHEMG4147,,,23188,4,1,0,Advanced Organic Chemistry,,
DRANB9824,,,15305,3,2,0,(Phd) Foundations of Optimizat,,
FINNW1101,,,26435,4,1,0,Elementary Finnish I,,
EESCX3016,,,6038,3,1,0,Environmental Measurments,,
SOENB7455,,,67186,1,1,0,Social Entrepreneurship For Th,,
ACCTB7008,,,11058,3,4,0,Earnings Quality and Fundamental,,
FINCB8351,,,69601,3,5,0,Financial Markets and The,,
ITALW1312,,,72977,2,1,0,Advanced Conversation II,,
ENVPU6230,,,25784,3,2,0,Economics of Sustainable Devpt,,
INAFU6057,,,19254,3,1,0,Electricity Markets,,
DNCEX3605,,,5629,3,1,0,Rehearsal and Perfrmnce In Dance,,
BUECB9209,,,76028,1,1,0,(Phd) Economic Theory III,,
EHSCP6385,,,28283,3,1,0,Prin-Genetics and Environment I,,
EESCG6928,,,23649,3,2,0,Tropical Meteorology,,
GRKMV1102,,,75696,4,1,0,Elementary Modern Greek I,,
POLSW3585,,,86396,3,1,0,Politicl Economy of Developmnt,,
POLSW3586,,,69706,0,1,0,Politicl Economy of Developmnt,,
POLSG4406,,,13224,4,1,0,Politics In Contemp China,,
DNCEX3140,,,7997,0,1,0,Ballet Vi,,
PUNJW1202,,,60029,4,1,0,Intermediate Punjabi II,,
ENGLX3189,,,7443,3,1,0,Postmodernism,,
LAWL6205,,,62780,3,1,0,Fin Statemnt Analysis and Interp,,
FINCB8328,,,69989,3,1,0,From Feast to Famine and Back Ag,,
DROMB8823,,,15233,3,3,0,The U.S. Healthcare Industry,,
MGMTB8529,,,16485,3,9,0,Family Business Management,,
DROMB7108,,,18539,3,3,0,Supply Chain Management,,
BINFG4002,,,29566,3,1,0,Methods II: Computationl Method,,
SDEVU6240,,,28284,3,2,0,Envir Sci For Sustainable Devp,,
BUECB8251,,,29496,3,1,0,Financial Markets and the E,,
MRKTB8652,,,62858,3,3,0,Retail Fundamentals,,
MATHG4403,,,22668,4,1,0,Modern Geometry,,
MRKTB8653,,,66340,3,11,0,Retailing Leadership,,
ENMEE6320,CEEM,6320,27038,3,4,0,Computational Poromechanics,,
ENVPU6235,,,60816,3,4,0,Environmental Finance,,
BIOLW4041,,,14887,3,7,0,Cell Biology,,
ELENE4902,ELEN,4902,81402,3,31,0,Tpc: Iot-Intel Connect Sys,,
INAFU6907,,,93449,3,1,0,Prin and Techniques of Fundraising,,
EESCW4887,,,25149,3,1,0,Isotope Geology I,,
CHEMW3079,,,68697,4,2,0,Physical Chemistry I-Lectures,,
MDESW4511,,,12801,4,2,0,3Rd Yr Modern Hebrew II,,
ENGLX3099,,,5482,1,1,0,The English Conference,,
GERMV1225,,,9862,8,1,0,Accelerated Inter German I-Ii,,
CHEMW2408,,,67148,1,8,0,1St Year Sem In Chemical Res,,
WRITW3388,,,78532,3,1,0,Daily Life,,
CZCHW1201,,,60416,4,1,0,Intermediate Czech I,,
PSYCX1110,,,9255,3,1,0,Perception-Lecture,,
RELIW4011,,,2887,4,1,0,Lotus Sutra-E Asian Buddhism,,
BIOLW3022,,,62456,3,1,0,Developmental Biology,,
VIARR6020,,,91247,3,1,0,Sound: Physics and Perception,,
CLCVW3244,,,66847,3,5,0,Global Histories of the Book,,
LATNV1121,,,22762,4,1,0,Intensive Elementary Course,,
CHENE4999,CHEN,4999,22348,1,4,0,Fieldwork,,
MGMTB8530,,,20119,3,3,0,Managing the Growing Company,,
DROMB8125,,,65443,1,3,0,Digital Literacy For Deci,,
REGNU6430,,,73698,1,2,0,Beyond Crisis In Latin America,,
MGMTB8531,,,15604,3,9,0,Power and Influence,,
PSYCG4235,,,12780,3,5,0,Special Topics In Vision,,
SUMAK4195,,,15055,3,7,0,Green Accounting,,
INAFU6798,,,11798,3,1,0,Cent Issues-Am Foreign Policy,,
ELENE6908,ELEN,6908,61981,3,7,0,Tpc: Quantum Comput and Commun,,
INAFU6653,,,16496,3,2,0,Higher Ecuc Devpt/Pol In Asia,,
ARCHA4678,,,14280,3,2,0,New Spaces of Housing,,
CIENE4999,CEEM,4999,12603,1,12,0,Fieldwork,,
FINCB8331,,,21285,3,2,0,Real Estate Finance,,
HISTW4359,,,71396,4,1,0,The Birth of Modernity,,
BINFG4006,,,87950,3,8,0,Translational Bioinformatics,,
SUMAK4175,,,22246,3,3,0,Global Environmental Markets,,
YIDDG4650,,,75786,3,1,0,"Yiddish N.Y.: Lit,Culture,Space",,
PHYSW2802,,,73069,4,14,0,Accelerated Physics II,,
ENGLW3394,,,62908,4,2,0,How Writers Think,,
SUMAK4190,,,60942,3,2,0,Econ of Sustainability Mg,,
PHILV2100,,,2575,3,2,0,Philosophy of Education,,
CHEMW3045,,,79692,3,11,0,Intensive Organic Chemistry,,
SOCIX3935,,,4631,4,1,0,Gender and Organizations,,
EESCW1600,,,11782,3,1,0,Earth Resources and Sustain Dev,,
DROMB8134,,,71309,1,6,0,Electronic Trading In Modern L,,
MATHG4262,,,60664,4,1,0,Arith and Algegraic Geometry,,
ENGLZ0850,,,75916,0,6,0,Intl Teaching Fellows Tr,,
PHYSW4018,,,82402,3,3,0,Solid State Physics,,
SUMAK4142,,,63374,3,3,0,Sustainable Finance,,
BUECB8221,,,70032,1,1,0,Economics of Healthcare and Ph,,
IEORE4100,IEOR,4100,28281,1,4,0,Probability Models For Mse,,
ARCHA6900,,,10029,3,1,0,Research,,
EEEBW4111,,,22454,3,1,0,Ecosystm Ecology and Global Chng,,
CIENE4253,CEEM,4253,93101,3,2,0,Finite Elements-Geotech Engin,,
MATHG4074,,,67148,3,2,0,Prog For Quant and Comp Finance,,
CIENE4260,CEEM,4260,73345,4,5,0,Urban Ecology Studio,,
STATW4415,,,69401,3,2,0,Multivariate Stat Inference,,
MGMTB7531,,,19873,3,3,0,Power and Influence,,
POLSW3235,,,60896,3,1,0,The American President,,
CHNSW4007,,,23626,3,2,0,Readings In Classical Chinese,,
HISTW4081,,,87996,4,1,0,Building Forever In Anc,,
HSGMG4550,,,87596,3,1,0,The Future In History,,
FRENW3420,,,62024,3,2,0,Intro-Francophone Studies I,,
ANHSW4001,,,82249,3,7,0,The Ancient Empires,,
BISTP6110,,,62651,3,5,0,Statistical Computing With Sas,,
CHENE4650,CHEN,4650,96047,3,3,0,Polymer Physics,,
THTRV3300,,,2909,3,1,0,Playwriting Workshop,,
ELENE6900,ELEN,6900,62784,3,7,0,Tpcs Adv Wirless Comm and Networking,,
WRITW3335,,,87697,3,1,0,The Lyric Essay,,
MATHV2002,,,96946,3,1,0,The Magic of Numbers,,
BIOLW3193,,,11611,3,1,0,Stem Cell Biol and Applications,,
AFRSX3001,,,8334,1,1,0,Pltcs Gender Contemp S.Af,,
WMSTX3530,,,8866,4,2,0,Feminist Media Theory,,
MRKTB8660,,,65824,3,1,0,Advertising and Branding,,
SUMAK4180,,,76489,3,1,0,Writing-Global Sci-Intl M,,
ELENE6903,ELEN,6903,77539,3,11,0,Tpc: Rf and Microwave Measurem,,
INAFU6495,,,76779,1,1,0,Pol and Prac Humanitarian Asst,,
MSAEE4999,APAM,4999,92108,1,2,0,Curricular Practical Training,,
MRKTB8615,,,16871,1,1,0,Media Marketing and Entreprene,,
INAFU6076,,,71196,3,1,0,Energy Management: Public and Private Sect,,
DROMB8816,,,69402,1,3,0,Quantitative Pricing and Revenue,,
DROMB7106,,,73555,1,5,0,Operations Strategy,,
EEEBW4110,,,63586,4,1,0,Coastal and Estuarine Ecology,,
PHYSG6024,,,88201,3,2,0,Frontiers-Cond Matter Phys V,,
COMSE6183,COMS,6183,73530,3,2,0,Security,,
FINCB9325,,,19632,1,1,0,(Phd) Financial Econometr,,
SUMAK4193,,,83530,3,1,0,Stat For Sustainability,,
ANTHV3807,,,27207,4,1,0,"Next City: Spec,Tech,Nostalgia",,
SUMAK4701,,,62797,3,1,0,Water Governance,,
ENGLX3155,,,6389,3,1,0,Canterbury Tales,,
EESCW2310,,,13255,0,1,0,Earth Envir Syst-Life Syst-Lab,,
MATHG4080,,,81197,3,1,0,Hedge Funds Strategies and Risk,,
BMENE9800,BMEN,9800,18000,3,1,0,Doctoral Research Instruction,,
PUAFU6195,,,82046,3,1,0,Transformation Agri and Rural,,
ENMEE6333,CEEM,6333,29262,3,7,0,Finite Element Analysis II,,
MRKTB8649,,,69597,3,2,0,Pricing Strategies,,
ARCHA4348,,,13598,3,1,0,Architecture History I,,
PLANA6362,,,17546,3,1,0,How to Be a Sustainability Leader,,
BUECB8219,,,11974,3,1,0,New Developments In Energy Mar,,
MATHG4079,,,17396,3,2,0,Non-Linear Option Pricing,,
A&HAY5060,,,50496,3,1,0,Intro to Drawing,,
CLIAV3660,,,1188,3,1,0,Mafia Movies,,
INAFU8912,,,63398,1,2,0,Tech Innovation/Sustainable Goals,,
BISTP8111,,,65949,3,1,0,Linear Regression Models,,
REGNU6647,,,78357,3,1,0,Intl Relatns of Northeast Asia,,
CLENW4521,,,74779,3,1,0,Comparative Modern Fictio,,
HUDKY4050,,,31729,3,1,0,Core Mthds Educ Data Mining,,
JOURJ6102,,,13003,1,1,0,Investigative,,
FILMW3207,,,63066,0,1,0,Int'L Film Hist 1930-1960-Disc,,
ITALV3336,,,28363,3,1,0,Ital Lang/Cult Through Ci,,
ENGLX3120,,,7409,3,1,0,Creative Nonfictn: Journa,,
ENGLX3187,,,4530,3,1,0,Amer Writers-Foreign Countrprt,,
ELENE9404,ELEN,9404,88068,3,2,0,Sem In Lightwave Communicatns,,
INAFU6018,,,91796,3,1,0,Intl Finance and Monetary Policy,,
DRANB7899,,,72849,3,2,0,Applied Regression Analys,,
MRKTB7614,,,19920,3,1,0,Strategic Marketing In Th,,
PLANA4394,,,81750,3,1,0,Plan For Disasters,,
ITALW1202,,,16713,4,2,0,Intermediate Italian II,,
INAFU6065,,,76030,3,2,0,The Economics of Energy,,
CHEMG4221,,,61513,4,1,0,Quantum Chemistry I,,
PHYSG6023,,,78199,3,1,0,Frontiers-Cond Matter Phys V,,
ENVPU6228,,,88280,3,1,0,Role-Gov-Adv Corp Sustain Dev,,
EAASW4227,,,21348,4,1,0,E Asia-Rise of Globl Mid Class,,
THTRV3997,,,3882,4,1,0,Sen Thesis: Performnce(Des,,
FINCB8399,,,67169,3,2,0,Advanced International Corpora,,
STATG8243,,,71085,3,2,0,Topics In Advanced Probability,,
INAFU6072,,,27699,3,2,0,Energy Systems Fundamentals,,
PHYSX3086,,,3377,3,1,0,Quantum Physics Laboratory,,
INAFU6259,,,62786,3,1,0,Adaptation to Climate Change,,
ARCHA4609,,,60855,3,2,0,World Arch Project,,
THTRV3005,,,6194,3,1,0,Acting Brecht,,
MRKTB7699,,,10070,3,2,0,Catching Growth Waves In Emerg,,
MGMTB8513,,,18036,3,1,0,Personal Leadership and Success,,
AHISG4861,,,67598,3,1,0,Cinema and Painting,,
LATNW4010,,,92647,3,1,0,Ovid: Metamorphoses,,
MRKTB9609,,,78033,3,1,0,(Phd)Consumer Behavior I,,
MGMTB7553,,,22384,3,1,0,Managerial Decision Making,,
PSYCG4270,,,3872,3,1,0,Cognitive Processes,,
BUECB7216,,,75340,3,1,0,Economics of Strategic Behavio,,
EEEBV1011,,,61416,3,1,0,Behavior Biol-Living Primates,,
EEEBW3208,,,13628,3,1,0,Explorations In Prim Anatomy,,
ELENE9801,ELEN,9801,21000,3,2,0,Seminar In Signal Processing,,
ASTRW3273,,,20949,3,1,0,High Energy Astrophysics,,
PHYSG8083,,,60863,3,1,0,Condensed Matter Physics I,,
IRSHW1102,,,61596,4,1,0,Elementary Irish II,,
MDESW3261,,,21351,0,1,0,Rethinking Middle East Politcs,,
MDESW4653,,,10846,4,1,0,A History of Modern Pakistan,,
AHISX2018,,,1809,4,1,0,Freestyle/Displcemnt Cont Art,,
JOURJ6013,,,85849,3,1,0,Audience and Engagement,,
PSYCG4275,,,7414,4,1,0,Contemp Tpcs-Lang/Communicatn,,
SUMAK4035,,,63203,3,1,0,Ghg Emissions Carbon Footprint,,
MRKTB8624,,,14083,1,2,0,Consulting 101: Driving S,,
FINCB8396,,,10422,1,2,0,Institutional Investing: Alter,,
PHILG4415,,,28305,4,1,0,Symbolic Logic,,
ARCHA6163,,,61046,3,1,0,Latin American Arch 1929-2012,,
PHILG4490,,,68097,3,1,0,Language and Mind,,
SOCIW2420,,,28000,3,1,0,Race and Place In Urban America,,
REGNU6660,,,60898,3,1,0,Security/Intl Pol-Persian Gulf,,
ENGLW4507,,,15948,3,2,0,The Shape of Gothic Literature,,
